time_s,acceleration
29.840,0.012228
29.850,0.025528
29.860,-0.013530
29.870,-0.028277
29.880,-0.028931
29.890,-0.004573
29.900,-0.038633
29.910,-0.079781
29.920,-0.125371
29.930,-0.132870
29.940,-0.096494
29.950,-0.075301
29.960,-0.066556
29.970,-0.058074
29.980,-0.039242
29.990,0.011066
30.000,0.079713
30.010,0.136309
30.020,0.125717
30.030,0.133471
30.040,0.155381
30.050,0.203078
30.060,0.202204
30.070,0.137554
30.080,0.103896
30.090,0.083804
30.100,0.092238
30.110,0.126640
30.120,0.104462
30.130,0.085424
30.140,0.109257
30.150,0.139489
30.160,0.182879
30.170,0.177041
30.180,0.141746
30.190,0.138059
30.200,0.120009
30.210,0.129191
30.220,0.099935
30.230,0.038328
30.240,-0.012120
30.250,-0.078889
30.260,-0.081739
30.270,-0.078922
30.280,-0.104939
30.290,-0.154176
30.300,-0.161998
30.310,-0.107532
30.320,-0.049584
30.330,-0.030609
30.340,-0.040592
30.350,-0.045489
30.360,-0.016606
30.370,0.021959
30.380,0.014952
30.390,-0.007363
30.400,-0.040873
30.410,-0.056292
30.420,-0.043510
30.430,-0.007291
30.440,-0.004220
30.450,-0.007761
30.460,-0.014441
30.470,0.068799
30.480,0.128785
30.490,0.175937
30.500,0.184772
30.510,0.170390
30.520,0.196746
30.530,0.238753
30.540,0.251062
30.550,0.195401
30.560,0.127129
30.570,0.100409
30.580,0.109387
30.590,0.114360
30.600,0.066054
30.610,0.021938
30.620,0.004116
30.630,0.029144
30.640,0.060504
30.650,0.077774
30.660,0.062354
30.670,0.038072
30.680,0.041839
30.690,0.050585
30.700,0.048012
30.710,-0.004634
30.720,-0.053391
30.730,-0.088165
30.740,-0.101969
30.750,-0.088100
30.760,-0.130325
30.770,-0.165567
30.780,-0.181724
30.790,-0.124320
30.800,-0.068007
30.810,-0.021461
30.820,-0.007986
30.830,-0.006019
30.840,0.023311
30.850,0.088477
30.860,0.117476
30.870,0.101815
30.880,0.071497
30.890,0.048364
30.900,0.065886
30.910,0.104908
30.920,0.088401
30.930,0.048900
30.940,0.035659
30.950,0.080068
30.960,0.146972
30.970,0.186344
30.980,0.201471
30.990,0.169935
31.000,0.194169
31.010,0.224392
31.020,0.237692
31.030,0.193244
31.040,0.122004
31.050,0.096876
31.060,0.073197
31.070,0.071433
31.080,0.011637
31.090,-0.041542
31.100,-0.075261
31.110,-0.090603
31.120,-0.050514
31.130,-0.013194
31.140,-0.033205
31.150,-0.066925
31.160,-0.040119
31.170,-0.005563
31.180,0.018079
31.190,0.011645
31.200,-0.058498
31.210,-0.061885
31.220,-0.079603
31.230,-0.074327
31.240,-0.068178
31.250,-0.109520
31.260,-0.117888
31.270,-0.076538
31.280,-0.021923
31.290,0.027466
31.300,0.015708
31.310,0.038964
31.320,0.094806
31.330,0.157018
31.340,0.206147
31.350,0.190334
31.360,0.173078
31.370,0.162420
31.380,0.157208
31.390,0.169635
31.400,0.144549
31.410,0.101469
31.420,0.063027
31.430,0.068635
31.440,0.114289
31.450,0.135881
31.460,0.109831
31.470,0.112054
31.480,0.122786
31.490,0.160087
31.500,0.169955
31.510,0.150411
31.520,0.092278
31.530,0.032281
31.540,0.025713
31.550,0.017671
31.560,-0.024212
31.570,-0.106229
31.580,-0.155512
31.590,-0.145605
31.600,-0.124325
31.610,-0.066753
31.620,-0.103996
31.630,-0.109599
31.640,-0.068385
31.650,-0.023433
31.660,0.002147
31.670,0.024757
31.680,-0.011636
31.690,-0.022691
31.700,-0.018474
31.710,0.008801
31.720,0.006942
31.730,-0.028449
31.740,-0.061803
31.750,-0.036015
31.760,0.015910
31.770,0.068727
31.780,0.079163
31.790,0.076075
31.800,0.131526
31.810,0.182098
31.820,0.243208
31.830,0.233976
31.840,0.214749
31.850,0.185444
31.860,0.187788
31.870,0.194736
31.880,0.163387
31.890,0.097569
31.900,0.042141
31.910,0.014510
31.920,0.044374
31.930,0.032644
31.940,0.012425
31.950,0.006531
31.960,0.013263
31.970,0.067573
31.980,0.089045
31.990,0.080880
32.000,0.021965
32.010,-0.007429
32.020,-0.007686
32.030,-0.014429
32.040,-0.045591
32.050,-0.107724
32.060,-0.168466
32.070,-0.174123
32.080,-0.148857
32.090,-0.103433
32.100,-0.107970
32.110,-0.112829
32.120,-0.070281
32.130,-0.011596
32.140,0.068776
32.150,0.101501
32.160,0.077783
32.170,0.062620
32.180,0.078116
32.190,0.141567
32.200,0.123078
32.210,0.068151
32.220,0.053548
32.230,0.028566
32.240,0.075643
32.250,0.106398
32.260,0.104705
32.270,0.088180
32.280,0.143156
32.290,0.169070
32.300,0.226208
32.310,0.230274
32.320,0.184374
32.330,0.166340
32.340,0.170316
32.350,0.178641
32.360,0.134494
32.370,0.071867
32.380,-0.005606
32.390,-0.028879
32.400,-0.056598
32.410,-0.025986
32.420,-0.063979
32.430,-0.095295
32.440,-0.116942
32.450,-0.058770
32.460,0.002005
32.470,0.027725
32.480,-0.026248
32.490,-0.045360
32.500,-0.024391
32.510,-0.006998
32.520,-0.024853
32.530,-0.066589
32.540,-0.115788
32.550,-0.114565
32.560,-0.084393
32.570,-0.046309
32.580,-0.051388
32.590,-0.057502
32.600,-0.034660
32.610,0.041398
32.620,0.095687
32.630,0.164801
32.640,0.148023
32.650,0.161052
32.660,0.165994
32.670,0.217862
32.680,0.212754
32.690,0.164930
32.700,0.109035
32.710,0.087279
32.720,0.127021
32.730,0.131332
32.740,0.101425
32.750,0.071796
32.760,0.060268
32.770,0.086685
32.780,0.131244
32.790,0.152950
32.800,0.131022
32.810,0.093613
32.820,0.111918
32.830,0.117419
32.840,0.092396
32.850,0.009615
32.860,-0.047908
32.870,-0.086426
32.880,-0.102604
32.890,-0.113642
32.900,-0.099185
32.910,-0.146904
32.920,-0.159909
32.930,-0.097253
32.940,-0.044998
32.950,-0.022101
32.960,-0.027139
32.970,-0.022793
32.980,0.011756
32.990,0.038881
33.000,0.049680
33.010,0.028985
33.020,-0.045962
33.030,-0.028303
33.040,-0.009592
33.050,0.019118
33.060,0.015180
33.070,0.005392
33.080,0.015538
33.090,0.071077
33.100,0.138327
33.110,0.184156
33.120,0.178181
33.130,0.193148
33.140,0.191203
33.150,0.245303
33.160,0.252759
33.170,0.192774
33.180,0.139579
33.190,0.119352
33.200,0.098853
33.210,0.085087
33.220,0.028971
33.230,0.011760
33.240,-0.015066
33.250,0.010541
33.260,0.062986
33.270,0.055667
33.280,0.036961
33.290,0.007503
33.300,0.020914
33.310,0.044585
33.320,0.051118
33.330,0.003575
33.340,-0.072392
33.350,-0.106541
33.360,-0.089367
33.370,-0.109559
33.380,-0.114423
33.390,-0.140934
33.400,-0.158087
33.410,-0.120844
33.420,-0.045637
33.430,-0.011943
33.440,-0.003039
33.450,0.006578
33.460,0.060515
33.470,0.113897
33.480,0.156075
33.490,0.124218
33.500,0.088868
33.510,0.072121
33.520,0.095142
33.530,0.102333
33.540,0.105596
33.550,0.066973
33.560,0.042409
33.570,0.055744
33.580,0.121262
33.590,0.186016
33.600,0.168554
33.610,0.163071
33.620,0.175818
33.630,0.219225
33.640,0.206755
33.650,0.167911
33.660,0.107350
33.670,0.077189
33.680,0.067122
33.690,0.050641
33.700,0.001553
33.710,-0.072994
33.720,-0.093309
33.730,-0.097389
33.740,-0.061082
33.750,-0.043415
33.760,-0.058625
33.770,-0.073405
33.780,-0.053137
33.790,-0.017638
33.800,0.022492
33.810,-0.001357
33.820,-0.033482
33.830,-0.087634
33.840,-0.050507
33.850,-0.050355
33.860,-0.065950
33.870,-0.107706
33.880,-0.122690
33.890,-0.096482
33.900,-0.010815
33.910,0.025736
33.920,0.052445
33.930,0.067402
33.940,0.096917
33.950,0.164921
33.960,0.210251
33.970,0.222347
33.980,0.181012
33.990,0.160293
34.000,0.172465
34.010,0.172221
34.020,0.168862
34.030,0.087341
34.040,0.071252
34.050,0.078570
34.060,0.086450
34.070,0.125509
34.080,0.107203
34.090,0.095324
34.100,0.085517
34.110,0.135767
34.120,0.143618
34.130,0.124070
34.140,0.084872
34.150,0.024051
34.160,-0.012502
34.170,-0.014501
34.180,-0.051416
34.190,-0.094875
34.200,-0.161585
34.210,-0.172371
34.220,-0.114113
34.230,-0.098875
34.240,-0.100400
34.250,-0.115773
34.260,-0.064440
34.270,-0.020121
34.280,0.011388
34.290,0.027123
34.300,0.007184
34.310,0.001701
34.320,0.028432
34.330,0.036213
34.340,0.030044
34.350,0.021372
34.360,-0.026109
34.370,-0.014829
34.380,0.040145
34.390,0.067510
34.400,0.096022
34.410,0.104792
34.420,0.122712
34.430,0.200592
34.440,0.238415
34.450,0.249114
34.460,0.207933
34.470,0.181041
34.480,0.173142
34.490,0.191821
34.500,0.154963
34.510,0.089457
34.520,0.020486
34.530,0.000996
34.540,0.019823
34.550,0.037226
34.560,0.013818
34.570,-0.022996
34.580,-0.008831
34.590,0.043887
34.600,0.060558
34.610,0.072300
34.620,0.016310
34.630,-0.007692
34.640,-0.029940
34.650,-0.008954
34.660,-0.057510
34.670,-0.100053
34.680,-0.156033
34.690,-0.179436
34.700,-0.142928
34.710,-0.089999
34.720,-0.093384
34.730,-0.086107
34.740,-0.064830
34.750,-0.026666
34.760,0.072684
34.770,0.093140
34.780,0.088084
34.790,0.086808
34.800,0.108478
34.810,0.136934
34.820,0.157066
34.830,0.109411
34.840,0.057911
34.850,0.056848
34.860,0.100394
34.870,0.118694
34.880,0.111915
34.890,0.083689
34.900,0.106345
34.910,0.149187
34.920,0.189713
34.930,0.225961
34.940,0.184578
34.950,0.155123
34.960,0.146024
34.970,0.165320
34.980,0.148611
34.990,0.064130
35.000,-0.004778
35.010,-0.062071
35.020,-0.047776
35.030,-0.048405
35.040,-0.062260
35.050,-0.109907
35.060,-0.119650
35.070,-0.069571
35.080,-0.025550
35.090,0.007587
35.100,-0.018774
35.110,-0.036792
35.120,-0.024166
35.130,0.007393
35.140,-0.009405
35.150,-0.055429
35.160,-0.110700
35.170,-0.089340
35.180,-0.068618
35.190,-0.039216
35.200,-0.042718
35.210,-0.032220
35.220,-0.033623
35.230,0.054603
35.240,0.107683
35.250,0.151089
35.260,0.146613
35.270,0.161715
35.280,0.184745
35.290,0.226305
35.300,0.218186
35.310,0.167576
35.320,0.132914
35.330,0.115367
35.340,0.117666
35.350,0.115246
35.360,0.096381
35.370,0.039512
35.380,0.045014
35.390,0.093086
35.400,0.128620
35.410,0.126082
35.420,0.118031
35.430,0.081943
35.440,0.090869
35.450,0.080896
35.460,0.072427
35.470,0.020804
35.480,-0.050880
35.490,-0.088874
35.500,-0.098565
35.510,-0.101593
35.520,-0.120617
35.530,-0.151779
35.540,-0.179491
35.550,-0.124595
35.560,-0.063838
35.570,-0.026341
35.580,-0.016010
35.590,-0.036626
35.600,0.013619
35.610,0.036933
35.620,0.065959
35.630,0.043683
35.640,0.006720
35.650,-0.008922
35.660,0.014021
35.670,0.038904
35.680,0.035033
35.690,0.000340
35.700,0.011882
35.710,0.072510
35.720,0.148470
35.730,0.191995
35.740,0.213157
35.750,0.184405
35.760,0.198917
35.770,0.243825
35.780,0.254966
35.790,0.207368
35.800,0.132303
35.810,0.100763
35.820,0.091810
35.830,0.068985
35.840,0.032905
35.850,0.002431
35.860,-0.060967
35.870,-0.020434
35.880,0.012042
35.890,0.042751
35.900,0.016978
35.910,-0.016853
35.920,0.014248
35.930,0.024093
35.940,0.054361
35.950,0.011485
35.960,-0.064467
35.970,-0.090761
35.980,-0.096232
35.990,-0.101761
36.000,-0.102477
36.010,-0.144056
36.020,-0.148784
36.030,-0.106721
36.040,-0.038832
36.050,0.003272
36.060,0.006945
36.070,0.021938
36.080,0.067281
36.090,0.122771
36.100,0.159268
36.110,0.170365
36.120,0.122198
36.130,0.119330
36.140,0.106483
36.150,0.128294
36.160,0.108455
36.170,0.071265
36.180,0.054260
36.190,0.082400
36.200,0.128525
36.210,0.179816
36.220,0.163857
36.230,0.139752
36.240,0.158325
36.250,0.206351
36.260,0.217013
36.270,0.169831
36.280,0.121735
36.290,0.050592
36.300,0.042810
36.310,0.050193
36.320,-0.036025
36.330,-0.076773
36.340,-0.108984
36.350,-0.116196
36.360,-0.089524
36.370,-0.070962
36.380,-0.091685
36.390,-0.094125
36.400,-0.058496
36.410,-0.017524
36.420,0.019389
36.430,0.005336
36.440,-0.029073
36.450,-0.070794
36.460,-0.047526
36.470,-0.032633
36.480,-0.045143
36.490,-0.086361
36.500,-0.116619
36.510,-0.058935
36.520,0.002418
36.530,0.064650
36.540,0.065163
36.550,0.086756
36.560,0.117902
36.570,0.173788
36.580,0.230709
36.590,0.214682
36.600,0.196731
36.610,0.170723
36.620,0.165826
36.630,0.194081
36.640,0.166063
36.650,0.103545
36.660,0.062897
36.670,0.070212
36.680,0.080630
36.690,0.084152
36.700,0.073069
36.710,0.069111
36.720,0.073610
36.730,0.092817
36.740,0.143692
36.750,0.110828
36.760,0.071387
36.770,0.023547
36.780,-0.005270
36.790,-0.007815
36.800,-0.052827
36.810,-0.117706
36.820,-0.162720
36.830,-0.158477
36.840,-0.118670
36.850,-0.115895
36.860,-0.100730
36.870,-0.109815
36.880,-0.081670
36.890,-0.005172
36.900,0.035536
36.910,0.066202
36.920,0.031241
36.930,0.016206
36.940,0.052694
36.950,0.055567
36.960,0.052418
36.970,0.024988
36.980,-0.002783
36.990,0.007077
37.000,0.035082
37.010,0.078260
37.020,0.104001
37.030,0.104769
37.040,0.118850
37.050,0.191215
37.060,0.241283
37.070,0.255274
37.080,0.207334
37.090,0.201864
37.100,0.182220
37.110,0.200473
37.120,0.162964
37.130,0.075882
37.140,0.018467
37.150,0.000217
37.160,0.016829
37.170,-0.003138
37.180,-0.017779
37.190,-0.035422
37.200,-0.033772
37.210,-0.010117
37.220,0.028229
37.230,0.039346
37.240,-0.010077
37.250,-0.026323
37.260,-0.019036
37.270,-0.019169
37.280,-0.066046
37.290,-0.081201
37.300,-0.130835
37.310,-0.135690
37.320,-0.111512
37.330,-0.108385
37.340,-0.074003
37.350,-0.085844
37.360,-0.048405
37.370,0.010344
37.380,0.079991
37.390,0.112522
37.400,0.128155
37.410,0.114844
37.420,0.135979
37.430,0.156986
37.440,0.173630
37.450,0.128538
37.460,0.085832
37.470,0.085235
37.480,0.106693
37.490,0.119062
37.500,0.111639
37.510,0.090977
37.520,0.106408
37.530,0.152045
37.540,0.193632
37.550,0.192431
37.560,0.180942
37.570,0.153018
37.580,0.130104
37.590,0.148263
37.600,0.112634
37.610,0.026393
37.620,-0.025652
37.630,-0.053637
37.640,-0.072249
37.650,-0.073790
37.660,-0.083484
37.670,-0.138344
37.680,-0.137914
37.690,-0.089716
37.700,-0.029239
37.710,-0.009542
37.720,-0.034156
37.730,-0.042039
37.740,-0.019157
37.750,0.006502
37.760,0.004116
37.770,-0.035631
37.780,-0.061744
37.790,-0.080967
37.800,-0.023793
37.810,-0.018841
37.820,-0.031247
37.830,-0.032039
37.840,-0.007169
37.850,0.057044
37.860,0.130432
37.870,0.170859
37.880,0.168868
37.890,0.178544
37.900,0.220303
37.910,0.228919
37.920,0.232483
37.930,0.200475
37.940,0.148720
37.950,0.114934
37.960,0.121733
37.970,0.110296
37.980,0.080764
37.990,0.048548
38.000,0.034943
38.010,0.073705
38.020,0.113557
38.030,0.091200
38.040,0.093481
38.050,0.054240
38.060,0.042174
38.070,0.082078
38.080,0.064010
38.090,0.006307
38.100,-0.072275
38.110,-0.109565
38.120,-0.105236
38.130,-0.118079
38.140,-0.128973
38.150,-0.162008
38.160,-0.169639
38.170,-0.122386
38.180,-0.064449
38.190,-0.037591
38.200,-0.030370
38.210,-0.012477
38.220,0.030929
38.230,0.073223
38.240,0.091157
38.250,0.077290
38.260,0.019545
38.270,0.014440
38.280,0.040666
38.290,0.065047
38.300,0.055270
38.310,0.032462
38.320,0.024628
38.330,0.076274
38.340,0.147249
38.350,0.163444
38.360,0.171190
38.370,0.176497
38.380,0.216671
38.390,0.243917
38.400,0.260216
38.410,0.216753
38.420,0.134812
38.430,0.094783
38.440,0.071238
38.450,0.083103
38.460,0.038234
38.470,-0.021046
38.480,-0.054020
38.490,-0.042981
38.500,-0.009913
38.510,0.006274
38.520,-0.000264
38.530,-0.037106
38.540,-0.026748
38.550,0.016458
38.560,0.039350
38.570,-0.002987
38.580,-0.061556
38.590,-0.083311
38.600,-0.088039
38.610,-0.100515
38.620,-0.110084
38.630,-0.156110
38.640,-0.148148
38.650,-0.112361
38.660,-0.039322
38.670,0.024536
38.680,0.013989
38.690,0.034196
38.700,0.073396
38.710,0.112186
38.720,0.173699
38.730,0.167416
38.740,0.143628
38.750,0.114338
38.760,0.121094
38.770,0.152047
38.780,0.126590
38.790,0.075821
38.800,0.052460
38.810,0.076644
38.820,0.131832
38.830,0.163695
38.840,0.129229
38.850,0.141269
38.860,0.144889
38.870,0.183268
38.880,0.204217
38.890,0.151965
38.900,0.108384
38.910,0.039147
38.920,0.030115
38.930,0.012439
38.940,-0.005083
38.950,-0.070930
38.960,-0.126111
38.970,-0.126897
38.980,-0.104929
38.990,-0.061209
39.000,-0.071275
39.010,-0.083940
39.020,-0.069442
39.030,-0.019989
39.040,0.020563
39.050,0.028823
39.060,-0.027137
39.070,-0.035563
39.080,-0.007977
39.090,0.002359
39.100,-0.000015
39.110,-0.048989
39.120,-0.068916
39.130,-0.033392
39.140,0.016081
39.150,0.058296
39.160,0.065212
39.170,0.066098
39.180,0.135139
39.190,0.181234
39.200,0.227561
39.210,0.245773
39.220,0.196851
39.230,0.168361
39.240,0.178571
39.250,0.187575
39.260,0.161836
39.270,0.104397
39.280,0.058923
39.290,0.040785
39.300,0.068465
39.310,0.076039
39.320,0.053338
39.330,0.040972
39.340,0.047921
39.350,0.099500
39.360,0.113348
39.370,0.083118
39.380,0.046577
39.390,-0.002023
39.400,0.005433
39.410,-0.031490
39.420,-0.054593
39.430,-0.116610
39.440,-0.159635
39.450,-0.167016
39.460,-0.150570
39.470,-0.126973
39.480,-0.105830
39.490,-0.094631
39.500,-0.062932
39.510,-0.015432
39.520,0.053278
39.530,0.059276
39.540,0.040091
39.550,0.060097
39.560,0.076395
39.570,0.093399
39.580,0.088607
39.590,0.063277
39.600,0.024204
39.610,0.025136
39.620,0.071348
39.630,0.101452
39.640,0.101174
39.650,0.094164
39.660,0.135339
39.670,0.178379
39.680,0.221609
39.690,0.257854
39.700,0.222137
39.710,0.187038
39.720,0.178199
39.730,0.181549
39.740,0.133049
39.750,0.077999
39.760,0.013057
39.770,-0.020278
39.780,-0.008314
39.790,-0.018343
39.800,-0.033859
39.810,-0.081494
39.820,-0.064440
39.830,-0.030545
39.840,0.002924
39.850,0.015432
39.860,-0.010047
39.870,-0.040349
39.880,-0.020465
39.890,-0.022439
39.900,-0.021128
39.910,-0.073031
39.920,-0.134485
39.930,-0.122615
39.940,-0.120918
39.950,-0.073702
39.960,-0.074685
39.970,-0.069964
39.980,-0.062789
39.990,0.010287
40.000,0.086152
40.010,0.130020
40.020,0.130555
40.030,0.130940
40.040,0.154766
40.050,0.183211
40.060,0.176907
40.070,0.144810
40.080,0.106486
40.090,0.096919
40.100,0.100539
40.110,0.130781
40.120,0.092751
40.130,0.088705
40.140,0.073888
40.150,0.128669
40.160,0.162547
40.170,0.171722
40.180,0.148347
40.190,0.139554
40.200,0.116618
40.210,0.134924
40.220,0.105317
40.230,0.040378
40.240,-0.033077
40.250,-0.069482
40.260,-0.090567
40.270,-0.080416
40.280,-0.104269
40.290,-0.147738
40.300,-0.140605
40.310,-0.111541
40.320,-0.040204
40.330,-0.029418
40.340,-0.033106
40.350,-0.028118
40.360,-0.001851
40.370,0.017870
40.380,0.025317
40.390,0.008098
40.400,-0.072286
40.410,-0.041633
40.420,-0.016934
40.430,-0.013797
40.440,0.007977
40.450,-0.011543
40.460,0.006671
40.470,0.039675
40.480,0.128981
40.490,0.172400
40.500,0.174324
40.510,0.175689
40.520,0.202404
40.530,0.212253
40.540,0.242259
40.550,0.194462
40.560,0.140799
40.570,0.102919
40.580,0.105945
40.590,0.105978
40.600,0.088922
40.610,0.017566
40.620,0.022883
40.630,0.028580
40.640,0.061673
40.650,0.068476
40.660,0.069138
40.670,0.022685
40.680,0.051019
40.690,0.064482
40.700,0.048405
40.710,-0.003572
40.720,-0.058636
40.730,-0.100663
40.740,-0.097642
40.750,-0.103527
40.760,-0.131964
40.770,-0.156975
40.780,-0.180093
40.790,-0.117889
40.800,-0.062521
40.810,-0.032902
40.820,-0.022376
40.830,-0.006384
40.840,0.017056
40.850,0.102963
40.860,0.128068
40.870,0.091190
40.880,0.064058
40.890,0.067495
40.900,0.072854
40.910,0.078095
40.920,0.056915
40.930,0.034026
40.940,0.056954
40.950,0.087905
40.960,0.130609
40.970,0.185228
40.980,0.174305
40.990,0.166035
41.000,0.187737
41.010,0.223542
41.020,0.253545
41.030,0.187880
41.040,0.128773
41.050,0.100047
41.060,0.086902
41.070,0.049142
41.080,0.037120
41.090,-0.033170
41.100,-0.096361
41.110,-0.054114
41.120,-0.052019
41.130,-0.013851
41.140,-0.045558
41.150,-0.066364
41.160,-0.024391
41.170,0.009002
41.180,0.022017
41.190,-0.001759
41.200,-0.053882
41.210,-0.084537
41.220,-0.087771
41.230,-0.061372
41.240,-0.083532
41.250,-0.121406
41.260,-0.137267
41.270,-0.098671
41.280,-0.047631
41.290,0.012145
41.300,0.022739
41.310,0.059634
41.320,0.080767
41.330,0.150281
41.340,0.198917
41.350,0.202641
41.360,0.166357
41.370,0.142301
41.380,0.172498
41.390,0.160829
41.400,0.142350
41.410,0.118985
41.420,0.051657
41.430,0.082735
41.440,0.116294
41.450,0.121293
41.460,0.118294
41.470,0.117546
41.480,0.107667
41.490,0.155723
41.500,0.184166
41.510,0.142820
41.520,0.088289
41.530,0.032178
41.540,0.015864
41.550,0.003397
41.560,-0.035501
41.570,-0.091289
41.580,-0.145051
41.590,-0.126683
41.600,-0.108868
41.610,-0.089055
41.620,-0.073977
41.630,-0.103078
41.640,-0.083005
41.650,-0.017455
41.660,0.014364
41.670,0.031220
41.680,0.011603
41.690,-0.011203
41.700,-0.006547
41.710,0.016375
41.720,0.013483
41.730,-0.015804
41.740,-0.054546
41.750,-0.032791
41.760,0.035425
41.770,0.069864
41.780,0.084442
41.790,0.093628
41.800,0.117949
41.810,0.187996
41.820,0.250404
41.830,0.241981
41.840,0.210386
41.850,0.190153
41.860,0.191684
41.870,0.215584
41.880,0.151625
41.890,0.097942
41.900,0.061164
41.910,0.028021
41.920,0.049461
41.930,0.040463
41.940,0.044846
41.950,0.018901
41.960,0.024252
41.970,0.051666
41.980,0.086792
41.990,0.069908
42.000,0.034087
42.010,-0.011319
42.020,-0.010765
42.030,-0.032328
42.040,-0.051785
42.050,-0.136491
42.060,-0.160338
42.070,-0.157145
42.080,-0.136802
42.090,-0.083657
42.100,-0.114703
42.110,-0.109093
42.120,-0.082555
42.130,-0.010521
42.140,0.054186
42.150,0.068392
42.160,0.063961
42.170,0.089935
42.180,0.090616
42.190,0.131077
42.200,0.106319
42.210,0.078912
42.220,0.048571
42.230,0.043613
42.240,0.075191
42.250,0.107162
42.260,0.108823
42.270,0.107984
42.280,0.131725
42.290,0.160159
42.300,0.202233
42.310,0.228259
42.320,0.200475
42.330,0.179123
42.340,0.179077
42.350,0.163042
42.360,0.158613
42.370,0.071007
42.380,-0.019609
42.390,-0.024958
42.400,-0.029129
42.410,-0.028886
42.420,-0.073445
42.430,-0.092381
42.440,-0.086989
42.450,-0.049578
42.460,0.002930
42.470,0.017467
42.480,-0.003952
42.490,-0.026205
42.500,-0.030570
42.510,0.007395
42.520,-0.016273
42.530,-0.056277
42.540,-0.114258
42.550,-0.134435
42.560,-0.114687
42.570,-0.061807
42.580,-0.067114
42.590,-0.064083
42.600,-0.027227
42.610,0.016991
42.620,0.088046
42.630,0.146043
42.640,0.148939
42.650,0.144381
42.660,0.168761
42.670,0.191855
42.680,0.207977
42.690,0.159456
42.700,0.120031
42.710,0.105504
42.720,0.103648
42.730,0.123371
42.740,0.102162
42.750,0.076850
42.760,0.082779
42.770,0.111562
42.780,0.156171
42.790,0.166939
42.800,0.128362
42.810,0.105251
42.820,0.107445
42.830,0.124630
42.840,0.103693
42.850,0.049769
42.860,-0.056583
42.870,-0.086499
42.880,-0.107159
42.890,-0.097154
42.900,-0.134600
42.910,-0.141456
42.920,-0.148525
42.930,-0.123839
42.940,-0.052713
42.950,-0.019198
42.960,-0.012068
42.970,-0.022290
42.980,-0.001557
42.990,0.037309
43.000,0.058243
43.010,0.026232
43.020,-0.022531
43.030,-0.041272
43.040,0.005002
43.050,0.012164
43.060,0.014373
43.070,0.010007
43.080,0.013976
43.090,0.081709
43.100,0.128535
43.110,0.187226
43.120,0.170081
43.130,0.168431
43.140,0.197698
43.150,0.244474
43.160,0.241558
43.170,0.191798
43.180,0.155854
43.190,0.096579
43.200,0.099078
43.210,0.096471
43.220,0.054087
43.230,0.011991
43.240,-0.009902
43.250,0.003462
43.260,0.052869
43.270,0.049846
43.280,0.025120
43.290,0.016420
43.300,0.011932
43.310,0.048653
43.320,0.042581
43.330,-0.006596
43.340,-0.058969
43.350,-0.096435
43.360,-0.132591
43.370,-0.103117
43.380,-0.120490
43.390,-0.152290
43.400,-0.170033
43.410,-0.134782
43.420,-0.058032
43.430,-0.008686
43.440,-0.023418
43.450,-0.006330
43.460,0.043198
43.470,0.081185
43.480,0.134692
43.490,0.135765
43.500,0.081413
43.510,0.077860
43.520,0.083506
43.530,0.113467
43.540,0.102808
43.550,0.076565
43.560,0.052969
43.570,0.095866
43.580,0.143510
43.590,0.166912
43.600,0.183857
43.610,0.155632
43.620,0.181756
43.630,0.239675
43.640,0.234627
43.650,0.179725
43.660,0.126661
43.670,0.071020
43.680,0.058654
43.690,0.030904
43.700,0.005006
43.710,-0.075642
43.720,-0.097571
43.730,-0.090828
43.740,-0.052429
43.750,-0.020442
43.760,-0.070427
43.770,-0.078058
43.780,-0.057155
43.790,-0.010356
43.800,0.028807
43.810,-0.002955
43.820,-0.049477
43.830,-0.080757
43.840,-0.068494
43.850,-0.053995
43.860,-0.065348
43.870,-0.113922
43.880,-0.115268
43.890,-0.075877
43.900,-0.016319
43.910,0.015448
43.920,0.053469
43.930,0.067160
43.940,0.104908
43.950,0.155067
43.960,0.199022
43.970,0.212486
43.980,0.169448
43.990,0.145268
44.000,0.174168
44.010,0.182088
44.020,0.154838
44.030,0.109700
44.040,0.067718
44.050,0.052967
44.060,0.109313
44.070,0.118075
44.080,0.108804
44.090,0.102261
44.100,0.101940
44.110,0.149041
44.120,0.153971
44.130,0.123564
44.140,0.063601
44.150,0.024031
44.160,-0.006796
44.170,-0.001151
44.180,-0.041239
44.190,-0.110385
44.200,-0.176921
44.210,-0.178278
44.220,-0.118246
44.230,-0.110968
44.240,-0.090136
44.250,-0.114938
44.260,-0.075135
44.270,-0.033351
44.280,0.024735
44.290,0.036289
44.300,0.021399
44.310,0.020119
44.320,0.030410
44.330,0.028966
44.340,0.036109
44.350,-0.002356
44.360,-0.033306
44.370,-0.003665
44.380,0.055593
44.390,0.075465
44.400,0.101843
44.410,0.109069
44.420,0.117911
44.430,0.208318
44.440,0.258196
44.450,0.249194
44.460,0.232447
44.470,0.191565
44.480,0.199665
44.490,0.196144
44.500,0.149184
44.510,0.094620
44.520,0.030103
44.530,0.007741
44.540,0.014616
44.550,0.024729
44.560,-0.001525
44.570,-0.004788
44.580,-0.031370
44.590,0.027087
44.600,0.053386
44.610,0.039585
44.620,0.019238
44.630,-0.028982
44.640,-0.012567
44.650,-0.022474
44.660,-0.042325
44.670,-0.103781
44.680,-0.146175
44.690,-0.150068
44.700,-0.133771
44.710,-0.101398
44.720,-0.080681
44.730,-0.104791
44.740,-0.048666
44.750,-0.001561
